"","species_raw","SiteName","GRTS.Cell.ID","ts","species","Site_key","hr","nh","night_date","x","facet"
"821","MYLU","NW2",203189,2025-07-14 03:00:00,"MYLU","203189",3,27,2025-07-13,2001-07-13,"MYLU"
"822","MYLU","NW2",203189,2025-07-14 03:21:00,"MYLU","203189",3.35,27.35,2025-07-13,2001-07-13,"MYLU"
"823","MYLU","NW2",203189,2025-07-15 00:14:00,"MYLU","203189",0.233333333333333,24.2333333333333,2025-07-14,2001-07-14,"MYLU"
"824","MYLU","NW2",203189,2025-07-15 00:14:00,"MYLU","203189",0.233333333333333,24.2333333333333,2025-07-14,2001-07-14,"MYLU"
"825","NOID","NW2",203189,2025-07-15 00:14:00,"NOID","203189",0.233333333333333,24.2333333333333,2025-07-14,2001-07-14,"Unidentified"
"826","MYLU","NW2",203189,2025-07-15 00:14:00,"MYLU","203189",0.233333333333333,24.2333333333333,2025-07-14,2001-07-14,"MYLU"
"827","NOID","NW2",203189,2025-07-15 00:15:00,"NOID","203189",0.25,24.25,2025-07-14,2001-07-14,"Unidentified"
"828","NOID","NW2",203189,2025-07-15 00:15:00,"NOID","203189",0.25,24.25,2025-07-14,2001-07-14,"Unidentified"
"829","MYLU","NW2",203189,2025-07-15 00:15:00,"MYLU","203189",0.25,24.25,2025-07-14,2001-07-14,"MYLU"
"830","NOID","NW2",203189,2025-07-15 00:16:00,"NOID","203189",0.266666666666667,24.2666666666667,2025-07-14,2001-07-14,"Unidentified"
"831","MYLU","NW2",203189,2025-07-15 00:16:00,"MYLU","203189",0.266666666666667,24.2666666666667,2025-07-14,2001-07-14,"MYLU"
"832","MYLU","NW2",203189,2025-07-15 00:16:00,"MYLU","203189",0.266666666666667,24.2666666666667,2025-07-14,2001-07-14,"MYLU"
"833","MYLU","NW2",203189,2025-07-15 00:47:00,"MYLU","203189",0.783333333333333,24.7833333333333,2025-07-14,2001-07-14,"MYLU"
"834","MYLU","NW2",203189,2025-07-15 00:54:00,"MYLU","203189",0.9,24.9,2025-07-14,2001-07-14,"MYLU"
"835","MYLU","NW2",203189,2025-07-15 02:14:00,"MYLU","203189",2.23333333333333,26.2333333333333,2025-07-14,2001-07-14,"MYLU"
"836","MYLU","NW2",203189,2025-07-15 02:41:00,"MYLU","203189",2.68333333333333,26.6833333333333,2025-07-14,2001-07-14,"MYLU"
"837","NOID","NW2",203189,2025-07-15 02:46:00,"NOID","203189",2.76666666666667,26.7666666666667,2025-07-14,2001-07-14,"Unidentified"
"838","MYLU","NW2",203189,2025-07-15 02:47:00,"MYLU","203189",2.78333333333333,26.7833333333333,2025-07-14,2001-07-14,"MYLU"
"839","MYLU","NW2",203189,2025-07-15 03:04:00,"MYLU","203189",3.06666666666667,27.0666666666667,2025-07-14,2001-07-14,"MYLU"
"840","MYLU","NW2",203189,2025-07-15 03:48:00,"MYLU","203189",3.8,27.8,2025-07-14,2001-07-14,"MYLU"
"841","MYLU","NW2",203189,2025-07-16 01:55:00,"MYLU","203189",1.91666666666667,25.9166666666667,2025-07-15,2001-07-15,"MYLU"
"842","MYLU","NW2",203189,2025-07-16 02:02:00,"MYLU","203189",2.03333333333333,26.0333333333333,2025-07-15,2001-07-15,"MYLU"
"843","MYLU","NW2",203189,2025-07-16 02:05:00,"MYLU","203189",2.08333333333333,26.0833333333333,2025-07-15,2001-07-15,"MYLU"
"844","NOID","NW2",203189,2025-07-16 02:20:00,"NOID","203189",2.33333333333333,26.3333333333333,2025-07-15,2001-07-15,"Unidentified"
"845","MYLU","NW2",203189,2025-07-16 02:23:00,"MYLU","203189",2.38333333333333,26.3833333333333,2025-07-15,2001-07-15,"MYLU"
"846","MYLU","NW2",203189,2025-07-16 02:29:00,"MYLU","203189",2.48333333333333,26.4833333333333,2025-07-15,2001-07-15,"MYLU"
"847","NOID","NW2",203189,2025-07-16 02:46:00,"NOID","203189",2.76666666666667,26.7666666666667,2025-07-15,2001-07-15,"Unidentified"
"848","MYLU","NW2",203189,2025-07-16 02:50:00,"MYLU","203189",2.83333333333333,26.8333333333333,2025-07-15,2001-07-15,"MYLU"
"849","MYLU","NW2",203189,2025-07-16 02:51:00,"MYLU","203189",2.85,26.85,2025-07-15,2001-07-15,"MYLU"
"850","MYLU","NW2",203189,2025-07-16 02:51:00,"MYLU","203189",2.85,26.85,2025-07-15,2001-07-15,"MYLU"
"851","NOID","NW2",203189,2025-07-16 02:52:00,"NOID","203189",2.86666666666667,26.8666666666667,2025-07-15,2001-07-15,"Unidentified"
"852","NOID","NW2",203189,2025-07-16 02:53:00,"NOID","203189",2.88333333333333,26.8833333333333,2025-07-15,2001-07-15,"Unidentified"
"853","MYLU","NW2",203189,2025-07-16 02:53:00,"MYLU","203189",2.88333333333333,26.8833333333333,2025-07-15,2001-07-15,"MYLU"
"854","NOID","NW2",203189,2025-07-16 02:57:00,"NOID","203189",2.95,26.95,2025-07-15,2001-07-15,"Unidentified"
"855","MYLU","NW2",203189,2025-07-16 03:37:00,"MYLU","203189",3.61666666666667,27.6166666666667,2025-07-15,2001-07-15,"MYLU"
"856","MYLU","NW2",203189,2025-07-17 00:33:00,"MYLU","203189",0.55,24.55,2025-07-16,2001-07-16,"MYLU"
"857","NOID","NW2",203189,2025-07-17 00:33:00,"NOID","203189",0.55,24.55,2025-07-16,2001-07-16,"Unidentified"
"858","MYLU","NW2",203189,2025-07-17 00:33:00,"MYLU","203189",0.55,24.55,2025-07-16,2001-07-16,"MYLU"
"859","MYLU","NW2",203189,2025-07-17 00:34:00,"MYLU","203189",0.566666666666667,24.5666666666667,2025-07-16,2001-07-16,"MYLU"
"860","MYLU","NW2",203189,2025-07-17 00:34:00,"MYLU","203189",0.566666666666667,24.5666666666667,2025-07-16,2001-07-16,"MYLU"
"861","MYLU","NW2",203189,2025-07-17 00:34:00,"MYLU","203189",0.566666666666667,24.5666666666667,2025-07-16,2001-07-16,"MYLU"
"862","MYLU","NW2",203189,2025-07-17 00:35:00,"MYLU","203189",0.583333333333333,24.5833333333333,2025-07-16,2001-07-16,"MYLU"
"863","MYLU","NW2",203189,2025-07-17 00:35:00,"MYLU","203189",0.583333333333333,24.5833333333333,2025-07-16,2001-07-16,"MYLU"
"864","MYLU","NW2",203189,2025-07-17 00:35:00,"MYLU","203189",0.583333333333333,24.5833333333333,2025-07-16,2001-07-16,"MYLU"
"865","MYLU","NW2",203189,2025-07-17 00:36:00,"MYLU","203189",0.6,24.6,2025-07-16,2001-07-16,"MYLU"
"866","MYLU","NW2",203189,2025-07-17 00:36:00,"MYLU","203189",0.6,24.6,2025-07-16,2001-07-16,"MYLU"
"867","MYLU","NW2",203189,2025-07-17 00:37:00,"MYLU","203189",0.616666666666667,24.6166666666667,2025-07-16,2001-07-16,"MYLU"
"868","MYLU","NW2",203189,2025-07-17 00:37:00,"MYLU","203189",0.616666666666667,24.6166666666667,2025-07-16,2001-07-16,"MYLU"
"869","MYLU","NW2",203189,2025-07-17 00:37:00,"MYLU","203189",0.616666666666667,24.6166666666667,2025-07-16,2001-07-16,"MYLU"
"870","MYLU","NW2",203189,2025-07-17 00:38:00,"MYLU","203189",0.633333333333333,24.6333333333333,2025-07-16,2001-07-16,"MYLU"
"871","MYLU","NW2",203189,2025-07-17 00:38:00,"MYLU","203189",0.633333333333333,24.6333333333333,2025-07-16,2001-07-16,"MYLU"
"872","MYLU","NW2",203189,2025-07-17 00:46:00,"MYLU","203189",0.766666666666667,24.7666666666667,2025-07-16,2001-07-16,"MYLU"
"873","MYLU","NW2",203189,2025-07-17 00:47:00,"MYLU","203189",0.783333333333333,24.7833333333333,2025-07-16,2001-07-16,"MYLU"
"874","MYLU","NW2",203189,2025-07-17 00:49:00,"MYLU","203189",0.816666666666667,24.8166666666667,2025-07-16,2001-07-16,"MYLU"
"875","MYLU","NW2",203189,2025-07-17 00:49:00,"MYLU","203189",0.816666666666667,24.8166666666667,2025-07-16,2001-07-16,"MYLU"
"876","MYLU","NW2",203189,2025-07-17 00:50:00,"MYLU","203189",0.833333333333333,24.8333333333333,2025-07-16,2001-07-16,"MYLU"
"877","NOID","NW2",203189,2025-07-17 00:50:00,"NOID","203189",0.833333333333333,24.8333333333333,2025-07-16,2001-07-16,"Unidentified"
"878","MYLU","NW2",203189,2025-07-17 00:53:00,"MYLU","203189",0.883333333333333,24.8833333333333,2025-07-16,2001-07-16,"MYLU"
"879","NOID","NW2",203189,2025-07-17 00:57:00,"NOID","203189",0.95,24.95,2025-07-16,2001-07-16,"Unidentified"
"880","MYLU","NW2",203189,2025-07-17 01:02:00,"MYLU","203189",1.03333333333333,25.0333333333333,2025-07-16,2001-07-16,"MYLU"
"881","MYLU","NW2",203189,2025-07-17 01:21:00,"MYLU","203189",1.35,25.35,2025-07-16,2001-07-16,"MYLU"
"882","MYLU","NW2",203189,2025-07-17 02:00:00,"MYLU","203189",2,26,2025-07-16,2001-07-16,"MYLU"
"883","MYLU","NW2",203189,2025-07-17 02:22:00,"MYLU","203189",2.36666666666667,26.3666666666667,2025-07-16,2001-07-16,"MYLU"
"884","MYLU","NW2",203189,2025-07-17 02:24:00,"MYLU","203189",2.4,26.4,2025-07-16,2001-07-16,"MYLU"
"885","MYLU","NW2",203189,2025-07-17 02:25:00,"MYLU","203189",2.41666666666667,26.4166666666667,2025-07-16,2001-07-16,"MYLU"
"886","MYLU","NW2",203189,2025-07-17 02:25:00,"MYLU","203189",2.41666666666667,26.4166666666667,2025-07-16,2001-07-16,"MYLU"
"887","MYLU","NW2",203189,2025-07-17 02:38:00,"MYLU","203189",2.63333333333333,26.6333333333333,2025-07-16,2001-07-16,"MYLU"
"888","MYLU","NW2",203189,2025-07-17 03:14:00,"MYLU","203189",3.23333333333333,27.2333333333333,2025-07-16,2001-07-16,"MYLU"
